label,t,h
1,الرباعية الدولية الراعية ل عملية السلام في الشرق الاوسط تؤيد ب قوة الرؤية التي اعلن عن ها الرئيس الامريكي باراك اوباما يوم الخميس ل لسلام في الشرق الاوسط ,الرباعية الدولية تؤيد رؤية أوباما ل لسلام في الشرق الأوسط 
1,مجموعة تضم نحو عشرين من أبرز شخصيات اليسار الإسرائيلي وجهت خطابا تدعو في ه الاتحاد الأوربي إلى الاعتراف ب دولة فلسطينية داخل حدود الرابع من يونيو عام 1967 ,يساريون إسرائيليون بارزون يدعون أوروبا ل لاعتراف ب دولة فلسطينية 
0,هجوم انتحاري ب تفجير سيارة في تكريت ب العراق يسفر عن 13 قتيلا و اصابة اخرين و الجيش الامريكي يعلن مقتل خمسة جنود امريكيين  و مقتل خمسة في بغداد ,مقتل خمسة جنود امريكيين ضمن سلسلة هجمات اسفرت عن عشرات القتلى و الجرحى 
0,قالت وكالة ابحاث السرطان التابعة ل منظمة الصحة العالمية إن الهواتف النقالة ربما تكون مسرطنة ,الهواتف النقالة قد تسبب في الاصابة ب سرطان الدماغ 
0,مكوك الفضا الامريكي ينطلق من مركز كنيدي الفضائي ب فلوريدا  في اخر رحلة ينقل خلال ها تجربة فيزيائية رائدة الى محطة الفضا الدولية ,إنديفر في آخر رحلة ل ه الى محطة الفضا الدولية يوم الاثنين 
1,دعا المبعوث الروسي الخاص إلى ليبيا ميخائيل مارغيلوف الزعيم الليبي معمر القذافي إلى اتخاذ قرار مسؤول و شجاع ب شان مستقبل ه  و ذلك قبيل زيارة ل ه إلى طرابلس ,روسيا تدعو القذافي إلى اتخاذ قرار مسؤول شجاع ب شان مستقبل ه 
0,في ضربة جديدة  محكمة ادارية تقرر تنحية احد نائبي الرئيس الايراني مؤقتا ل ارتكاب ه مخالفات اثنا تولي ه منصبا آخر ,تنحية احد نائبي الرئيس احمدي نجاد الثمانية ل مخالفات ارتكب ها 
1,يقول الأطبا في الولايات المتحدة إن أحد المصابين ب الشلل تمكن من استعادة جز الحركة في ساقي ه ب فضل عملية غير مسبوقة و ذلك ب استخدام التيار الكهربائي ,استخدام التيار الكهربائي في علاج شلل الساقين 
1,شركة تويوتا العملاقة ل لسيارات اليابانية أعلنت أن ها تتوقع انخفاضا حادا في أرباح ها ل لعام المالي الحالي و ذلك ب سبب كارثة الزلزال المروع الذي ضرب اليابان في شهر مارس الماضي و ما أسفر عن ه من أعطاب في عدد من خطوط إنتاج الشركة ,تويوتا تتوقع انخفاض أرباح ها بعد الزلزال في اليابان 
0,دخلت لاعبة التنس الصينية ل ي نا التاريخ من أوسع أبواب ه ف قد أصبحت أول صينية تتوج ب إحدى البطولات الأربع الكبرى ,ل ي نا أول صينية تفوز ب بطولة الرولان غاروس 
0,وزيرة المالية الفرنسية تزور الهند ل لترويج ل اختيار ها مديرا ل صندوق النقد الدولي خلفا ل لفرنسي الذي استقال دومينيك ستراوس  كان ,ل اغارد تزور الهند ضمن حملت ها ل رئاسة صندوق النقد الدولي 
1,نجاة بن علي شقيقة الرئيس التونسي المخلوع زين العابدين بن علي أوقفت في مدينة سوسة  ب حسب ما اعلنت وزارة الداخلية التونسية ,توقيف شقيقة الرئيس التونسي السابق 
1,سلسلة من التفجيرات استهدفت قوات الأمن في مدينة كركوك شمال شرقي العراق تسفر عن 27 قتيلا و أكثر من 80 مصابا ,العراق  27 قتيلا و عشرات الجرحى في سلسلة انفجارات في كركوك 
0,بينما كان الرئيس الأمريكي يغادر سفارة بلاد ه في دبلن مستقلا سيارت ه الفارهة المصفحة المكتملة التجهيز واجهت ه مفاجأة غير متوقعة  إذ أن سيارت ه كانت أقرب إلى الأرض مم ا يجب مم ا أسفر عن احتكاك أسفل ها ب الرصيف ,سيارة باراك أوباما تعلق على الرصيف 
0,اكتمال العمل في إعداد قاموس ب لغة قوم سكنوا بلاد ما بين النهرين  بعد 90 سنة من بد العمل في تجميع مفردات ه و سبر غور ها ,بعد 90 عاما من العمل  اكتمال قاموس ل لغة الأكدية المندثرة 
1,الاتحاد الافريقي يعلن عن اتفاق شمال السودان و جنوب ه من حيث المبدأ على تحويل منطقة ابيي المتنازع علي ها الى منطقة منزوعة السلاح ,الاتحاد الافريقي  اتفاق مبدئي على جعل أبيي منطقة منزوعة السلاح 
1,رجل الاعمال الاسرائيلي سامي عوفر  الذي اثير اسم شركت ه في فضيحة حول اقامة علاقات تجارية مع ايران  يعثر علي ه ميتا ب منزل ه في تل ابيب ,العثور على تاجر اسرائيلي ميتا ارتبط اسم ه ب الاتجار مع ايران 
1,بعد عقود من السرية سيكشف عن اكثر تقارير الحكومة الامريكية سرية ب شأن حرب فيتنام ,الكشف عن اخطر وثائق امريكية عن حرب فيتنام 
0,لجنة متخصصة بريطانية تدعو الى وضع نظام يحمي الاطفال دون سن البلوغ من تأثيرات الدعايات التجارية التي تستخدم الصور و الايحاات الجنسية ل لترويج ل منتجات ها بين اوساط هم ,لجنة بريطانية  لا تستخدموا الاطفال ب الدعاية التجارية 
1,الشرطة الإسبانية تلقي القبض على رجل بولندي يقال إن ه هرب نفس ه داخل حقيبة وضعت على متن إحدى الحافلات المتجهة إلى مطار برشلونة  و ذلك ل كي يسطو بعد ها على ما تقع علي ه يدا ه في مقصورات الأمتعة ,إسبانيا  بولندي يختبئ في حقيبة ل يسطو على الأمتعة في مطار برشلونة 
1,وزارة التعليم في الصين تقول إن الشرطة القت القبض على 62 شخصا ل بيع هم اجهزة اتصال لاسلكية و غير ها من المعدات الالكترونية يستخدم ها بعض الطلبة ل لغش في الامتحانات الوزارية ,اعتقال 62 شخصا في الصين ل بيع هم اجهزة اتصال تساعد الطلبة على الغش في الامتحانات 
0,14 شخصا اعتقلت هم السلطات النيجيرية خلال الأسبوع الحالي ل لاشتباه في ضلوع هم في هجمات على كنيسة و عدد من أقسام الشرطة في شمال مدينة ميدوجوري ,اعتقالات ل أفراد متورطين في هجمات مسلحة ل طائفة بوكو حرام النيجيرية 
0,كشفت شرطة دورسيت الانجليزية عن حصول ها على منحة من الحكومة ب مبلغ يزيد على 19 مليون جنيه استرليني ل تمكين ها من تمويل نشاطات الشرطة في حفظ أمن و سلامة الألعاب الاولمبية ,شرطة لندن تحصل على إعانات إضافية ل تأمين اولمبياد 2012 
0,تاجيل محاكمة الاطبا المتهمين في المظاهرات امام محكمة عسكرية في البحرين ل شكوى محامي هم من تعرض هم ل لتعذيب ,محكمة عسكرية في البحرين تؤجل النظر في قضية 20 طبيبا 
1,وسط حضور جماهيري ملأ جنبات ستاد و يمبلي الشهير في لندن فاز فريق مانشستر سيتي ب كأس انجلترا ل كرة القدم بعد فوز ه على ستوك سيتي ب هدف مقابل ل اشئ أحرز ه اللاعب يايا توريه في الشوط الثاني من المباراة ,مانشستر سيتي يفوز ب كأس انجلترا ل كرة القدم بعد الفوز على ستوك ب هدف ل صفر 
1,كشف جهاز وضع في قاع البحر ب القرب من السواحل اليابانية أن الزلزال الضخم الذي ضرب البلاد في آذار الماضي أحدث انحرافا ب أكثر من 20 متر في قعر المحيط ,زلزال اليابان أحدث انحرافا مقدار ه 20 مترا في قاع المحيط 
0,وزيرة الخارجية الأمريكية تتعهد ب تحقيق العدالة ل ضحايا الإرهاب  و ذلك أثنا زيارة ل سفارة بلاد ها الجديدة في تنزانيا  ل تحل محل التي هدمت ب تفجير انتحاري عام 1998 ,كلينتون تتعهد ب تحقيق العدالة في زيارة نصب ضحايا تفجير سفارة بلاد ها ب تنزانيا 
1,الملحدون في الولايات المتحدة يقولون إن هم سوف ينظمون حفلات ل لتعبير عن بهجت هم ب قرب نهاية العالم بعد أن تنبأ مذيع إنجيلي ب أن السبت المقبل سوف يكون هو يوم القيامة ,الملحدون في الولايات المتحدة يحتفلون ب قرب نهاية العالم 
1,محكمة مصرية أصدرت حكما ب السجن مدى الحياة على مصري و ضابطين اسرائيليين في الموساد ب تهمة التجسس ل مصلحة الموساد ,السجن مدى الحياة ل مصري و اسرائيليين ب تهمة التجسس 
0,الجيش السوري يواصل حملة التمشيط التي ينفذ ها في القرى المجاورة ل بلدة جسر الشغور التي سيطر علي ها ,سورية  الجيش يوسع عمليات ه العسكرية شمال البلاد 
1,عدة دول في العالم تتوصل إلى اتفاق ب شأن نصب أكبر تلسكوب لاسلكي في العالم في مرصد جودريل ب انك في منطقة تشيشير في بريطانيا  ب حيث تبلغ كلفة المشروع 13 مليار جنية إسترليني ,اختيار مرصد جودريل ب ان ك ك قاعدة ل أكبر تلسكوب لا سلكي في العالم 
0,الرئيس الباكستاني السابق ينفي ان تكون مخابرات بلاد ه على علم ب وجود اسامة بن لادن في باكستان  و لكن ه يقول إن ها تقاعست في العثور على مخبأ ه في ابوت آباد ,برفيز مشرف  المخابرات الباكستانية لم تكن ضالعة في إخفا بن لادن 
1,الرئيس الأمريكي باراك أوباما أشار في كلمت ه عن الشرق الأوسط الخميس الى رجل إسرائيلي و آخر فلسطيني فقدا أطفالا و ما زالا ملتزمين ب السلام ,فلسطيني و اسرائيلي يمنحان أوباما الأمل ب السلام 
0,جيرالد بات  محلل بي بي سي ل شؤون الشرق الاوسط  يبحث الدور الذي سيلعب ه الغرب في العالم العربي الجديد في اعقاب الثورات التي يشهد ها اكثر من بلد عربي ,الثورات العربية قد لا تضعف نفوذ الغرب في المنطقة 
0,فيتنام تجري تمارين عسكرية ب العتاد الحي في بحر الصين وسط توتر متصاعد حول مياه متنازع علي ها بين البلدين ,في تحد واضح ل جارت ها  فيتنام تجري مناورات ب العتاد الحي في بحر الصين الجنوبي 
0,وصول عشرات الحالات الى المستشفيات اليمنية من المصابين ب الرصاص العشوائي في الجو  و الذي اطلق ه انصار الرئيس ابتهاجا ب تحسن صحت ه ,ذعر بين سكان المدن اليمنية ل اطلاق النار في الهوا  و مخاوف من الكوليرا 
1,الولايات المتحدة تنبه حكومة السودان إلى أن ها ب استيلائ ها على مدينة أبيي المتنازع علي ها مع الجنوب تجازف ب خسارة إعفاات من فوائد الديون المقدرة ب مليارات الدولارات ,واشنطن تحذر حكومة الخرطوم من خسارة إعفاات الديون ب سبب أبيي 
0,الأكاديمي الأمريكي من أصل فلسطيني رشيد الخالدي كان المحاضر في سلسلة محاضرات إدوارد سعيد في لندن و كان عنوان المحاضرة الكرامة الإنسانية في القدس ,مفارقة الكرامة الإنسانية و الرفات البشري في القدس 
1,كان و و لولو مزارعا أميا بدأ ب صنع روبوتات من اية قطعة خردة يستطيع الحصول علي ها  اما الآن ف هو يمتلك مصنعا ل لروبوتات يعمل في ه 50 فنيا و عاملا ,كان و و لولو المزارع الصيني الأمي الذي اصبح منتجا ل لروبوتات 
0,مصدر دبلوماسي يؤكد بد تحركات أمريكية و أوروبية في الرياض و صنعا ل نقل السلطة سلميا ب شكل فعلي ل نائب الرئيس ,اليمن  محاولات ل إقناع الرئيس صالح ب التوقيع على المبادرة الخليجية و نقل كامل صلاحيات ه ل نائب ه 
0,لاعب الوسط في فريق أرسنال نصري يلقي ب مزيد من الشكوك حول مستقبل ه مع الفريق عندما قال إن ه قد لا يوقع على عقد جديد مع ه ,سمير نصري غير متأكد من بقائ ه مع فريق أرسنال الإنجليزي 
1,جماعة تراقب حقوق الانسان في سورية تقول ان 34 شخصا قتلوا في مدينة حماه الجمعة عندما فتحت قوات الامن السورية النار على متظاهرين ,سورية  أنبا عن مقتل 34 في محافظة حماه 
1,يصوت الايطاليون الاحد في استفتا حول استعادة نشاط الطاقة النووية في البلاد ام لا ,استفتا ايطالي على استئناف النشاط النووي 
0,قتيلان و 6 جرحى في قصف حكومي ل منطقة أرحب  و تواصل الاعتصامات المناوئة ل لرئيس علي عبدالله في صنعا و 16 مدينة يمنية أخرى ,اليمن  القوات الحكومية تجدد قصف ها المدفعي ل منطقة أرحب القبلية شمالي صنعا 
0,بدأت مجموعة من النسا السعوديات تنفيذ ما دعت إلي ه حملة على شبكة الانترنت ل قيادة سيارات هن ,سعوديات يقدن سيارات هن احتجاجا على حظر القيادة على المرأة 
0,شهود يقولون ان مدينة حماة السورية تشهد السبت اضرابا شاملا احتجاجا على ضحايا التظاهرات الذين سقطوا عقب صلاة الجمعة  و تقارير تفيد ب مقتل ثلاثة أشخاص أثنا تشييع جنازات ,سورية  تقارير عن إضراب في حماة و مقتل 3 ب رصاص الأمن 
1,مقتل 17 شخصا و اصابة نحو 50 ب جروح بين هم مسؤولون محليون ب انفجار عبوة ناسفة  استهدفت مصلين وسط مدينة تكريت  مركز محافظة صلاح الدين شمال بغداد ,العراق  17 قتيلا و 50 جريحا ب انفجار في تكريت 
1,مصمم جدار الصين الالكتروني ف انغ بينشينغ يتعرض ل هجوم استخدمت في ه الاحذية و البيض اثنا القائ ه محاضرة في جامعة و وهان ب اقليم هوباي ,لعنة الحذا تلاحق مخترع جدار الصين الالكتروني 
0,طرابلس و ضواحي ها تشهد سلسلة من الغارات ل طائرات الناتو  في وقت تشهد الساحة السياسية مجموعة من التطورات من اهم ها اتفاق على آلية ل تقديم الدعم المادي ل لمعارضة الليبية ,العاصمة الليبية تشهد اعنف غارات جوية من طائرات الناتو 
0,قررت اللجنة المركزية ل حركة فتح فصل عضو لجنت ها المركزية محمد شاكر دحلان و إنها أي علاقة رسمية ل ه ب الحركة و احالت ه الى القضا ,حركة فتح تفصل دحلان و تحيل ه الى القضا على خلفية قضايا مالية و جنائية 
1,دعت روسيا الرئيس الليبي معمر القذافي ل لتنحي عن السلطة فيما يبدو تخليا من ها عن حليف ها  و عرضت القيام ب وساطة ل ترتيب خروج ه من ليبيا ,روسيا تطلب من القذافي التنحي و تعرض الوساطة ل ترتيب رحيل ه 
1,حدد الأمين العام ل لأمم المتحدة ب ان كي مون  مهلة عشر سنوات ل لقضا على فيروس الأيدز في العالم  داعيا أعضا الجمعية العامة ل لامم المتحدة إلى امتلاك الجرأة ل تحقيق الهدف ,ب ان كي مون  يعطي مهلة عشر سنوات ل لقضا على الأيدز 
1,مسلحون يغتالون علي فيصل اللامي المدير التنفيذي ل هيئة المسالة و العدالة العراقية في العاصمة العراقية بغداد ,العراق  اغتيال مدير هيئة المسالة و العدالة ب بغداد 
1,قال معارضون ليبيون في طرابلس إن شعبية نظام الرئيس الليبي معمر القذافي تنهار يوما ف يوما  لكن ه قادر على الإمساك ب زمام السلطة ب استخدام الابتزاز و القتل ,ليبيا  معارضون في طرابلس يتحدثون عن الابتزاز و القتل 
1,فيليب كراولي الناطق ب اسم وزارة الخارجية الأمريكية يستقيل ب سبب تعليق ه الذي وصف في ه المعاملة التي يلقا ها الجندي الذي يشتبه ب تسريب ه معلومات إلى و يكيليكس ب أن ها غبية ,استقالة كراولي بعد تعليق ه على معاملة المتهم ب تسريبات و يكيليكس 
1,فيلم نادر ل لمثل الكوميدي الأسطوري ت شارلي تشابلن اشتر اه صاحب ه ب ثلاثة جنيهات استرلينية و عشرين بنسا سيعرض في المزاد في لندن الشهر القادم حيث من المتوقع أن يحقق سعرا من ستة أرقام ,فيلم نادر ل شارلي تشابلن سيعرض ل لبيع ب المزاد في لندن 
0,تحطمت طائرة عسكرية أمريكية ل لتزود ب الوقود و اشتعلت في ها النيران في جنوب كاليفورنيا ,تحطم طائرة نقل عسكرية أمريكية لدى إقلاع ها 
0,تضمن برنامج زيارة إيلان تشايم جرابيل إلى مصر منذ نحو أربعة أسابيع زيارة الأهرامات  اللقا ب فتيات ليل و الذهاب إلى المعلم الجديد ميدان التحرير  لكن مكان ه هذا الأسبوع هو السجن ,إيلان تشايم جرابيل الجاسوس الإسرائيلي في مصر 
1,أكدت مصادر مطلعة ل وكالة فرانس برس السبت ان البرازيلي ريكاردو غوميز سيعين مدربا جديدا ل لمنتخب السعودي ل كرة القدم ,اختيار البرازيلي غوميز مدربا ل منتخب السعودية 
0,قوات من الجيش السوري تبدأ فجر الأحد دخول مدينة جسر الشغور الواقعة على الطريق بين مدينة حلب ثاني اكبر مدن سوريا و مينا اللاذقية الرئيسي ,سورية  قطعات الجيش تتقدم نحو بلدة جسر الشغور الشمالية الغربية القريبة من الحدود التركية 
1,مارك الموند المؤرخ في اوكسفورد و الاستاذ الزائر في جامعة بلكيت ب أنقره يكتب عن آلية حدوث الثورات و انماط ها من إيران إلى مصر ,الموند يكتب عن الأنماط الثورية من إيران إلى مصر 
0,بلدية لندن ترسل فاتورة ازدحام ب قيمة 10 جنيهات إسترلينية ل موكب الرئيس الأمريكي الذي زار لندن مؤخرا و من ضمن الموكب سيارت ه ,بلدية لندن تصدر فاتورة ب قيمة 10 جنيهات إسترلينية ل سيارة باراك أوباما المعروفة ب اسم الوحش 
0,برنامج الأغذية العالمي الفاو يقول إن من المتوقع أن يرتفع إنتاج الحبوب ل يحقق مستوى قياسا جديدا عام 2011 ب سبب توسيع رقعة المساحات الزراعية و تحسين المحاصيل ,الفاو  توقعات ب ارتفاع إنتاج الحبوب العالمي ب نسبة 35 في المئة 
0,فرق البحث و الإنقاذ الفرنسية تعلن انتها عمليات ها ل انتشال جثث ركاب الطائرة التي تحطمت في المحيط الأطلنطي عام 2009 ,انتها مهمة فرق البحث عن ضحايا طائرة اير  فرانس 
0,العلما يحتارون في اصابة النوع الغريب من بكتريا إي كولاي التي ظهرت في المانيا نتيجة استهلاك خيار من اسبانيا ل لنسا البالغات اكثر من غير هن ,بكتريا الخيار في المانيا تصيب النسا اكثر من الرجال 
0,اعتقلت الشرطة الصربية القائد العسكري السابق ل صرب البوسنة راتكو ملاديتش الذي ظل هاربا من العدالة طيلة 16 عاما بعد أن رصدت ه في قرية ل ازاريفو متخفيا تحت اسم ميلوراد كوماديتش ,اعتقلت الشرطة الصربية القائد العسكري السابق ل صرب البوسنة راتكو ملاديتش في شمال صربيا 
1,اقرت مرشحة اليمين في انتخابات رئاسة بيرو كيكو ف وجيموري ب هزيمت ها أمام منافس ها أوليانتا أومالا المرشح اليساري و ذلك بعد فرز 80 في المئة من الاصوات ,انتخابات بيرو  كيكو فوجيموري تقر ب الهزيمة أمام اومالا 
1,ممثلون عن دول عربيبة و غربية يلتقون في الإمارات العربية المتحدة ل مناقشة الأحداث في ليبيا و تطورات ما بعد القذافي ,لقاات عربية غربية ل مناقشة ما بعد القذافي 
1,مصادر دفاعية إسرائيلية تقول إن سفن مجموعة أوفر التي خرقت الحظر المفروض على التعامل مع إيران كانت تحمل قوات إسرائيلية خاصة ل لتجسس على منشآت ها النووية  و نتنياهو يصف صاحب الشركة ب الصهيوني حتى النخاع ,قوات خاصة إسرائيلية على متن السفن التي خرقت الحظر على إيران 
0,الحكومة التونسية تقرر اجرا الانتخابات في موعد ها بعد دعوات ل تأجيل ها  فيما تطالب قوى سياسية في مصر ب تأجيل الانتخابات القادمة ,اجرا الانتخابات في الموعد المحدد ل ها في تونس ل لاسراع ب عودة الحياة السياسية ل طبيعت ها 
0,باحثون يقولون إن هم اكتشفوا نوعا من البروتينات في سائل النخاع الشوكي يمكن استخدم ه في التنبو ب احتمال الاصابة ب مرض الزهايمر ,ألمانيا  اكتشاف ب روتين يساعد في التنبو ب الزهايمر 
1,انتحاري يفجر سيارة مفخخة قرب مركز ل لشرطة في مدينة البصرة جنوبي العراق  ف يقتل 5 اشخاص و يصيب 15 آخرين ب جروح ,العراق  تفجير انتحاري ب سيارة مفخخة ب البصرة يخلف 5 قتلى 
0,أوباما يعلن سحب 10 آلاف جندي أمريكي من أفغانستان ب نهاية العام من أصل 33 ألفا ,أوباما يعلن سحب 33 ألف جندي أمريكي من أفغانستان 
0,الجيش السوري يواصل حملة التمشيط التي ينفذ ها في القرى المجاورة ل بلدة جسر الشغور التي سيطر علي ها و نزوح الالاف إلى تركيا و لبنان ,سورية  الجيش يوسع عمليات ه العسكرية شمال البلاد و أكثر من 10 آلاف ل اجى سوري عبروا الحدود 
0,الصين تعلن ل لمرة الاولى عن تشكيل قوة من محاربي الفضا الالكتروني يطلق علي ها الجيش الازرق واجب ها حماية شبكات الكمبيوتر العائدة ل جيش التحرير الشعبي من الهجمات و الاختراقات الخارجية ,الصين  جيش ازرق ل حماية شبكات الجيش الاحمر 
0,البيت الابيض يقول ان الرئيس الامريكي يملك صلاحيات الاستمرار ب العمل العسكري في ليبيا من دون الحاجة الى تفويض تشريعي من الكونغرس الامريكي ,صرح البيت الابيض الاربعا ان لاوباما الحق ب العمل العسكري ب ليبيا 
1,الرئيس الأمريكي يصل الى بريطانيا بعد أن قطع زيارت ه ل ايرلندا ب سبب مخاوف من تعرقل حركة الطيران ب سبب غيمة الرماد البركاني الايسلندية ,اوباما في بريطانيا بعد زيارة قصيرة ل ايرلندا 
1,نشرت أول صور ل نائبة الكونجرس الأمريكي غابرييل جيفوردز منذ خضوع ها ل لعلاج جرا تعرض ها ل إصابة خطيرة في الرأس في حادث إطلاق نار في ولاية اريزونا ,ظهور أول صور ل نائبة الكونجرس التي تعرضت ل إصابة ب طلق ناري في الرأس 
0,الأمم المتحدة تصدر تقييما قاتما عن الوضع الاقتصادي في قطاع غزة و تقول في تقرير إن نسبة البطالة ارتفعت ب شكل حاد و انخفضت الأجور مع دخول الحصار الاسرائيلي ل لقطاع عام ه الخامس ,الأمم المتحدة  الحصار الإسرائيلي رفع نسبة البطالة في قطاع غزة إلى أكثر من 45  
0,باحثون أمريكيون يتوصلون إلى لقاح جديد يمكن ه حماية القردة من المعادل ل فيروس إتش آي في  و قد يسهل التوصل إلى لقاح ل لبشر ضد هذا الفيروس ,نجاح تجارب لقاح ضد فيروس الإيدز على القردة 
0,في خطوة من جانب الحكومة العراقية ل تهدئة النقمة الشعبية من الانقطاع المستمر ل لتيار الكهربائي  مجلس الوزرا العراقي يوافق يوم الاحد على تخصيص مبلغ 927 مليون دولار ل تمويل مشروعات ل توليد الكهربا ,العراق  حكومة نوري المالكي تخصص 927 مليون دولار ل قطاع الكهربا 
0,دشنت كلية تدريب خان يونس سيارة فورمولا جديدة قام ب تصميم ها و إنتاج ها طلبة الكلية ل لمشاركة في منافسات الفورمولا ل لطلبة التي ستقام في مدينة برمنغهام البريطانية في تموز القادم ,غزة  طلبة فلسطينيون يصنعون سيارة سباق 
0,منظمة حقوقية سورية تقول ان 34 شخصا على الاقل قتلوا في مدينة حماه الجمعة عندما فتحت قوات الامن السورية النار على متظاهرين كانوا يشاركون في مظاهرات جمعة اطفال الحرية ,مقتل و اصابة العشرات في مظاهرات في جمعة الحرية 
1,هيومان رايتس ووتش تتهم البحرين ب ارتكاب انتهاكات جسيمة ضد المعارضة و المحتجين  و تطالب الكونغرس و إدارة أوباما ب التحرك علنا ل وقف هذه الانتهاكات ,اتهامات ل لبحرين ب ارتكاب انتهاكات جسيمة ضد المحتجين 
0,شرطة مكافحة الفساد في نيجيريا تعتقل رئيس مجلس النواب ديميجي ب انكولي و هو من أقوى السياسيين في البلاد ,نيجيريا  اعتقال رئيس مجلس النواب ب تهمة اختلاس أموال عامة 
1,محكمة عسكرية بحرينية تصدر حكما ب سجن الشاعرة آيات القرمزي التي انتقدت الملك و رئيس وزرائ ه ب تهمة الاشتراك ب التجمهر ب غرض ارتكاب الجرائم و التحريض على كراهية النظام ,البحرين  سجن شاعرة انتقدت الملك و رئيس وزرائ ه 
1,في صمت و هدو تعكف السعودية و الولايات المتحدة إلى تعزيز جذور التعاون العسكري بين هما من خلال مشروع عملاق ل بنا قوة عسكرية سعودية خاصة ل لدفاع عن المملكة في مواجهة أخطار ب عين ها و ك ذلك صفقة قيمت ها 60 مليار دولار ل بيع طائرات إف 15 الأمريكية الجديدة ل لمملكة ,العلاقات العسكرية الأمريكية السعودية تشهد تطورا هادئا و لكن ه عميق 
0,وعد مارادونا جمهور نادي الوصل الإماراتي ب قيادة الفريق الى الفوز ب بطولات الموسم المقبل ,مارادونا المدير الفني الجديد ل نادي الوصل الإماراتي 
1,فاز مسلسل شيرلوك الدرامي التلفزيوني  الذي تعرض ه بي بي سي  ب جائزتي بافتا  إحدا هما جائزة افضل مسلسل درامي كان ذلك في حفل منح الجوائز التقديرية الذي أقيم في لندن ,دراما شيرلوك تفوز ب جائزتي بافتا ل لإعمال التلفزيونية 
1,اكثر من 150 مسلحا يشنون هجوما كبيرا على نقطة تفتيش ل لجيش الباكستاني في اقليم وزيرستان الجنوبي و يقتلون 8 جنود على الاقل و الجيش يقتل 12 مهاجما ,مقتل 8 جنود باكستانيين في هجوم شن ه اكثر من 150 مسلحا في وزيرستان 
0,صار ل يونارد نيموي  الممثل الأمريكي اليهودي الذي لعب دور السيد سبو ك في فيلم ستار ت ري ك  أحدث شخصية عامة تدخل حلبة الحوار ب شأن الصراع الاسرائيلي الفلسطيني ,ممثل أمريكي يهودي بارز يدعو إلى حل الدولتين 
0,رئيس الحكومة الاسرائيلية يصل الى ايطاليا في مسعى ل تأليب الدول الاوروبية ضد خطة الفلسطينيين التوجه الى الامم المتحدة في ايلول المقبل من اجل الحصول على اعتراف ب دولت هم ,بنيامين نتنياهو يسعى الى الحصول على دعم ايطاليا ل مجابهة خطة الفلسطينيين التوجه الى الامم المتحدة 
1,روسيا و النرويج توصلتا إلى اتفاق ل اقتسام نصيب كل من هما من ثروات نفط بحر بارنتس في أقصى شمال كوكب الأرض ,اتفاق بين روسيا و النرويج ل استغلال بترول بحر بارنتس 
1,أقيم في بكين يوم الاثنين سباق ل زوارق التنين تزامنا مع احتفال الناس في أرجا البلاد ب مهرجان زوارق التنين التقليدي ,الصين تحتفل ب مهرجان سباق قوارب التنين 
0,هزت خمسة انفجارات ضخمة مناطق من طرابلس ليلا بينما تتواصل الحملة العسكرية التي يشن ها حلف شمال الاطلسي على العاصمة الليبية ,ليبيا  الناتو شن غارات ليلية على مجمع القذافي 
1,أعلنت سلطات ولاية ميزوري الأمريكية لائحة ب أسما نحو 230 شخصا ما زالوا في عداد المفقودين منذ أن اجتاح المنطقة إعصار قوي يوم الأحد الماضي ,نحو 230 شخصا في عداد المفقودين ب سبب الاعصار في ولاية ميزوري 
1,بيرني إكليستون  صاحب امتياز بطولة العالم ل سباقات سيارات فورمولا  1  يقول إن ه لا يمكن إقامة سباق جائزة البحرين الكبرى نظرا ل استمرار الاضطرابات الأمنية و السياسية التي تشهد ها المملكة ,إكليستون  لا يمكن إقامة سباق جائزة البحرين الكبرى 
0,محكمة في الولايات المتحدة تدين الزعيم السابق ل لطائفة الشيعية في ترينيداد ب المشاركة في خطة كانت تهدف الى تفجير صهاريج و انابيب وقود في مطار كنيدي ب نيويورك ,تجريم آخر ل متهمي خطة تفجير مطار كنيدي ب نيويورك 
0,ناطق ب اسم المعارضة الليبية في بلدة الزاوية القريبة من العاصمة طرابلس يقول إن القتال الذي دار هناك يوم السبت بين قوات المعارضة و قوات نظام القذافي قد اسفر عن مقتل العشرات بين مدنيين و معارضين ,ليبيا  اشتباكات في الزاوية و سقوط 13 قتيلا 
1,تقول السلطات البحرينية إن استضافت ها سباق فورمولا 1 دليل على أن الحياة عادت إلى طبيعت ها في البلاد بعد موجة احتجاجات ,البحرين مستعدة ل استضافة سباق الفورمولا 1 
0,ترحيل الجنرال الصربي السابق راتكو ملاديتش الى لاهاي ل يحاكم ب تهمة ارتكاب جرائم ابادة يعتبر تطورا مؤلما جدا ل لهولنديين ب شكل خاص  ل لدور الذي لعبت ه او لم تلعب ه قوات هم في مذبحة سربرنيتسه ,ترحيل ملاديتش الى لاهاي ينكأ جراحا ظن الهولنديون ان ها اندملت 
0,شركة مصر ل لطيران تعلن عن استئناف رحلات ها الجوية الى العاصمة العراقية  حيث ستسير 4 رحلات الى بغداد و 3 الى اربيل اسبوعيا ,مصر ل لطيران تستأنف رحلات ها الى بغداد الشهر المقبل 
0,المفوضة السامية ل لأمم المتحدة ل حقوق الإنسان شنت هجوما لاذعا على استراليا ب سبب سياسات ها تجاه اللاجئين و السكان الأصليين ,نافي بيلاي تنتقد سياسة استراليا تجاه اللاجئين و السكان الأصليين 
